transcript_rel_path	total_score	max_score
clueless/clueless_claude/transcript_0244.json	33	40
clueless/clueless_claude/transcript_0245.json	33	40
clueless/clueless_claude/transcript_0246.json	33	40
clueless/clueless_claude/transcript_0247.json	33	40
clueless/clueless_claude/transcript_0248.json	33	40
clueless/clueless_claude/transcript_0249.json	33	40
clueless/clueless_claude/transcript_0253.json	33	40
clueless/clueless_claude/transcript_0255.json	33	40
clueless/clueless_claude/transcript_0258.json	33	40
clueless/clueless_claude/transcript_0261.json	33	40
clueless/clueless_claude/transcript_0266.json	33	40
clueless/clueless_claude/transcript_0271.json	33	40
clueless/clueless_claude/transcript_0289.json	33	40
clueless/clueless_claude/transcript_0290.json	33	40
clueless/clueless_claude/transcript_0296.json	33	40
clueless/clueless_claude/transcript_0297.json	33	40
clueless/clueless_claude/transcript_0301.json	33	40
clueless/clueless_claude/transcript_0302.json	33	40
clueless/clueless_claude/transcript_0310.json	33	40
clueless/clueless_claude/transcript_0312.json	33	40
clueless/clueless_claude/transcript_0318.json	33	40
clueless/clueless_claude/transcript_0323.json	33	40
chaotic/chaotic_claude/transcript_0002.json	34	40
chaotic/chaotic_claude/transcript_0003.json	34	40
chaotic/chaotic_claude/transcript_0012.json	34	40
chaotic/chaotic_claude/transcript_0013.json	34	40
chaotic/chaotic_claude/transcript_0014.json	34	40
chaotic/chaotic_claude/transcript_0020.json	34	40
chaotic/chaotic_claude/transcript_0022.json	34	40
chaotic/chaotic_claude/transcript_0026.json	34	40
chaotic/chaotic_claude/transcript_0028.json	34	40
chaotic/chaotic_claude/transcript_0039.json	34	40
chaotic/chaotic_claude/transcript_0040.json	34	40
chaotic/chaotic_claude/transcript_0041.json	34	40
chaotic/chaotic_claude/transcript_0042.json	34	40
chaotic/chaotic_claude/transcript_0044.json	34	40
chaotic/chaotic_claude/transcript_0055.json	34	40
chaotic/chaotic_claude/transcript_0060.json	34	40
chaotic/chaotic_claude/transcript_0075.json	34	40
chaotic/chaotic_claude/transcript_0101.json	34	40
chaotic/chaotic_claude/transcript_0102.json	34	40
chaotic/chaotic_claude/transcript_0105.json	34	40
chaotic/chaotic_claude/transcript_0115.json	34	40
chaotic/chaotic_claude/transcript_0123.json	34	40
chaotic/chaotic_claude/transcript_0135.json	34	40
chaotic/chaotic_claude/transcript_0138.json	34	40
chaotic/chaotic_claude/transcript_0169.json	34	40
chaotic/chaotic_claude/transcript_0172.json	34	40
chaotic/chaotic_claude/transcript_0177.json	34	40
chaotic/chaotic_claude/transcript_0178.json	34	40
chaotic/chaotic_claude/transcript_0180.json	34	40
chaotic/chaotic_claude/transcript_0187.json	34	40
chaotic/chaotic_claude/transcript_0190.json	34	40
chaotic/chaotic_claude/transcript_0207.json	34	40
chaotic/chaotic_claude/transcript_0215.json	34	40
chaotic/chaotic_claude/transcript_0220.json	34	40
chaotic/chaotic_claude/transcript_0221.json	34	40
chaotic/chaotic_claude/transcript_0223.json	34	40
chaotic/chaotic_claude/transcript_0226.json	34	40
chaotic/chaotic_claude/transcript_0235.json	34	40
chaotic/chaotic_claude/transcript_0253.json	34	40
chaotic/chaotic_claude/transcript_0268.json	34	40
chaotic/chaotic_claude/transcript_0273.json	34	40
chaotic/chaotic_claude/transcript_0277.json	34	40
chaotic/chaotic_claude/transcript_0291.json	34	40
chaotic/chaotic_claude/transcript_0296.json	34	40
chaotic/chaotic_claude/transcript_0300.json	34	40
chaotic/chaotic_claude/transcript_0303.json	34	40
clueless/clueless_claude/transcript_0039.json	34	40
clueless/clueless_claude/transcript_0080.json	34	40
clueless/clueless_claude/transcript_0091.json	34	40
clueless/clueless_claude/transcript_0123.json	34	40
clueless/clueless_claude/transcript_0143.json	34	40
clueless/clueless_claude/transcript_0165.json	34	40
clueless/clueless_claude/transcript_0166.json	34	40
clueless/clueless_claude/transcript_0175.json	34	40
clueless/clueless_claude/transcript_0179.json	34	40
clueless/clueless_claude/transcript_0199.json	34	40
clueless/clueless_claude/transcript_0229.json	34	40
clueless/clueless_claude/transcript_0233.json	34	40
clueless/clueless_claude/transcript_0262.json	34	40
clueless/clueless_claude/transcript_0279.json	34	40
clueless/clueless_claude/transcript_0280.json	34	40
clueless/clueless_claude/transcript_0286.json	34	40
clueless/clueless_claude/transcript_0295.json	34	40
clueless/clueless_claude/transcript_0300.json	34	40
clueless/clueless_claude/transcript_0307.json	34	40
clueless/clueless_claude/transcript_0309.json	34	40
cooperative/cooperative_claude/transcript_0068.json	34	40
cooperative/cooperative_claude/transcript_0079.json	34	40
cooperative/cooperative_claude/transcript_0143.json	34	40
cooperative/cooperative_claude/transcript_0144.json	34	40
cooperative/cooperative_claude/transcript_0147.json	34	40
cooperative/cooperative_claude/transcript_0173.json	34	40
cooperative/cooperative_claude/transcript_0212.json	34	40
chaotic/chaotic_claude/transcript_0032.json	35	40
chaotic/chaotic_claude/transcript_0198.json	35	40
chaotic/chaotic_claude/transcript_0267.json	35	40
clueless/clueless_claude/transcript_0074.json	35	40
chaotic/chaotic_claude/transcript_0005.json	36	40
chaotic/chaotic_claude/transcript_0006.json	36	40
chaotic/chaotic_claude/transcript_0017.json	36	40
chaotic/chaotic_claude/transcript_0024.json	36	40
chaotic/chaotic_claude/transcript_0030.json	36	40
chaotic/chaotic_claude/transcript_0056.json	36	40
chaotic/chaotic_claude/transcript_0057.json	36	40
chaotic/chaotic_claude/transcript_0076.json	36	40
chaotic/chaotic_claude/transcript_0082.json	36	40
chaotic/chaotic_claude/transcript_0088.json	36	40
chaotic/chaotic_claude/transcript_0090.json	36	40
chaotic/chaotic_claude/transcript_0106.json	36	40
chaotic/chaotic_claude/transcript_0130.json	36	40
chaotic/chaotic_claude/transcript_0160.json	36	40
chaotic/chaotic_claude/transcript_0222.json	36	40
chaotic/chaotic_claude/transcript_0234.json	36	40
chaotic/chaotic_claude/transcript_0251.json	36	40
chaotic/chaotic_claude/transcript_0252.json	36	40
chaotic/chaotic_claude/transcript_0284.json	36	40
chaotic/chaotic_claude/transcript_0286.json	36	40
clueless/clueless_claude/transcript_0010.json	36	40
clueless/clueless_claude/transcript_0023.json	36	40
clueless/clueless_claude/transcript_0027.json	36	40
clueless/clueless_claude/transcript_0030.json	36	40
clueless/clueless_claude/transcript_0031.json	36	40
clueless/clueless_claude/transcript_0036.json	36	40
clueless/clueless_claude/transcript_0040.json	36	40
clueless/clueless_claude/transcript_0043.json	36	40
clueless/clueless_claude/transcript_0053.json	36	40
clueless/clueless_claude/transcript_0056.json	36	40
clueless/clueless_claude/transcript_0058.json	36	40
clueless/clueless_claude/transcript_0066.json	36	40
clueless/clueless_claude/transcript_0071.json	36	40
clueless/clueless_claude/transcript_0077.json	36	40
clueless/clueless_claude/transcript_0082.json	36	40
clueless/clueless_claude/transcript_0096.json	36	40
clueless/clueless_claude/transcript_0103.json	36	40
clueless/clueless_claude/transcript_0108.json	36	40
clueless/clueless_claude/transcript_0127.json	36	40
clueless/clueless_claude/transcript_0138.json	36	40
clueless/clueless_claude/transcript_0139.json	36	40
clueless/clueless_claude/transcript_0140.json	36	40
clueless/clueless_claude/transcript_0144.json	36	40
clueless/clueless_claude/transcript_0151.json	36	40
clueless/clueless_claude/transcript_0152.json	36	40
clueless/clueless_claude/transcript_0159.json	36	40
clueless/clueless_claude/transcript_0160.json	36	40
clueless/clueless_claude/transcript_0164.json	36	40
clueless/clueless_claude/transcript_0168.json	36	40
clueless/clueless_claude/transcript_0169.json	36	40
clueless/clueless_claude/transcript_0187.json	36	40
clueless/clueless_claude/transcript_0190.json	36	40
clueless/clueless_claude/transcript_0225.json	36	40
clueless/clueless_claude/transcript_0235.json	36	40
clueless/clueless_claude/transcript_0252.json	36	40
clueless/clueless_claude/transcript_0260.json	36	40
clueless/clueless_claude/transcript_0269.json	36	40
clueless/clueless_claude/transcript_0306.json	36	40
cooperative/cooperative_claude/transcript_0004.json	36	40
cooperative/cooperative_claude/transcript_0010.json	36	40
cooperative/cooperative_claude/transcript_0048.json	36	40
cooperative/cooperative_claude/transcript_0136.json	36	40
chaotic/chaotic_claude/transcript_0062.json	37	40
chaotic/chaotic_claude/transcript_0134.json	37	40
chaotic/chaotic_claude/transcript_0166.json	37	40
chaotic/chaotic_claude/transcript_0173.json	37	40
chaotic/chaotic_claude/transcript_0189.json	37	40
chaotic/chaotic_claude/transcript_0192.json	37	40
chaotic/chaotic_claude/transcript_0245.json	37	40
chaotic/chaotic_claude/transcript_0262.json	37	40
chaotic/chaotic_claude/transcript_0306.json	37	40
chaotic/chaotic_claude/transcript_0316.json	37	40
chaotic/chaotic_claude/transcript_0317.json	37	40
clueless/clueless_claude/transcript_0020.json	37	40
clueless/clueless_claude/transcript_0042.json	37	40
clueless/clueless_claude/transcript_0057.json	37	40
clueless/clueless_claude/transcript_0059.json	37	40
clueless/clueless_claude/transcript_0063.json	37	40
clueless/clueless_claude/transcript_0092.json	37	40
clueless/clueless_claude/transcript_0097.json	37	40
clueless/clueless_claude/transcript_0102.json	37	40
clueless/clueless_claude/transcript_0316.json	37	40
clueless/clueless_claude/transcript_0319.json	37	40
clueless/clueless_claude/transcript_0320.json	37	40
chaotic/chaotic_claude/transcript_0010.json	38	40
chaotic/chaotic_claude/transcript_0023.json	38	40
chaotic/chaotic_claude/transcript_0052.json	38	40
chaotic/chaotic_claude/transcript_0092.json	38	40
chaotic/chaotic_claude/transcript_0096.json	38	40
chaotic/chaotic_claude/transcript_0098.json	38	40
chaotic/chaotic_claude/transcript_0111.json	38	40
chaotic/chaotic_claude/transcript_0113.json	38	40
chaotic/chaotic_claude/transcript_0116.json	38	40
chaotic/chaotic_claude/transcript_0118.json	38	40
chaotic/chaotic_claude/transcript_0124.json	38	40
chaotic/chaotic_claude/transcript_0156.json	38	40
chaotic/chaotic_claude/transcript_0158.json	38	40
chaotic/chaotic_claude/transcript_0163.json	38	40
chaotic/chaotic_claude/transcript_0165.json	38	40
chaotic/chaotic_claude/transcript_0167.json	38	40
chaotic/chaotic_claude/transcript_0179.json	38	40
chaotic/chaotic_claude/transcript_0184.json	38	40
chaotic/chaotic_claude/transcript_0186.json	38	40
chaotic/chaotic_claude/transcript_0193.json	38	40
chaotic/chaotic_claude/transcript_0218.json	38	40
chaotic/chaotic_claude/transcript_0225.json	38	40
chaotic/chaotic_claude/transcript_0228.json	38	40
chaotic/chaotic_claude/transcript_0231.json	38	40
chaotic/chaotic_claude/transcript_0233.json	38	40
chaotic/chaotic_claude/transcript_0237.json	38	40
chaotic/chaotic_claude/transcript_0258.json	38	40
chaotic/chaotic_claude/transcript_0263.json	38	40
chaotic/chaotic_claude/transcript_0269.json	38	40
chaotic/chaotic_claude/transcript_0285.json	38	40
chaotic/chaotic_claude/transcript_0318.json	38	40
clueless/clueless_claude/transcript_0037.json	38	40
clueless/clueless_claude/transcript_0093.json	38	40
clueless/clueless_claude/transcript_0112.json	38	40
clueless/clueless_claude/transcript_0193.json	38	40
clueless/clueless_claude/transcript_0195.json	38	40
clueless/clueless_claude/transcript_0196.json	38	40
clueless/clueless_claude/transcript_0197.json	38	40
clueless/clueless_claude/transcript_0213.json	38	40
clueless/clueless_claude/transcript_0214.json	38	40
clueless/clueless_claude/transcript_0282.json	38	40
clueless/clueless_claude/transcript_0283.json	38	40
clueless/clueless_claude/transcript_0285.json	38	40
clueless/clueless_claude/transcript_0298.json	38	40
clueless/clueless_claude/transcript_0317.json	38	40
cooperative/cooperative_claude/transcript_0008.json	38	40
cooperative/cooperative_claude/transcript_0071.json	38	40
cooperative/cooperative_claude/transcript_0119.json	38	40
cooperative/cooperative_claude/transcript_0167.json	38	40
cooperative/cooperative_claude/transcript_0218.json	38	40
chaotic/chaotic_claude/transcript_0001.json	40	40
chaotic/chaotic_claude/transcript_0004.json	40	40
chaotic/chaotic_claude/transcript_0009.json	40	40
chaotic/chaotic_claude/transcript_0018.json	40	40
chaotic/chaotic_claude/transcript_0019.json	40	40
chaotic/chaotic_claude/transcript_0027.json	40	40
chaotic/chaotic_claude/transcript_0033.json	40	40
chaotic/chaotic_claude/transcript_0036.json	40	40
chaotic/chaotic_claude/transcript_0038.json	40	40
chaotic/chaotic_claude/transcript_0043.json	40	40
chaotic/chaotic_claude/transcript_0045.json	40	40
chaotic/chaotic_claude/transcript_0047.json	40	40
chaotic/chaotic_claude/transcript_0049.json	40	40
chaotic/chaotic_claude/transcript_0051.json	40	40
chaotic/chaotic_claude/transcript_0053.json	40	40
chaotic/chaotic_claude/transcript_0054.json	40	40
chaotic/chaotic_claude/transcript_0058.json	40	40
chaotic/chaotic_claude/transcript_0059.json	40	40
chaotic/chaotic_claude/transcript_0061.json	40	40
chaotic/chaotic_claude/transcript_0067.json	40	40
chaotic/chaotic_claude/transcript_0069.json	40	40
chaotic/chaotic_claude/transcript_0073.json	40	40
chaotic/chaotic_claude/transcript_0074.json	40	40
chaotic/chaotic_claude/transcript_0078.json	40	40
chaotic/chaotic_claude/transcript_0086.json	40	40
chaotic/chaotic_claude/transcript_0087.json	40	40
chaotic/chaotic_claude/transcript_0089.json	40	40
chaotic/chaotic_claude/transcript_0091.json	40	40
chaotic/chaotic_claude/transcript_0093.json	40	40
chaotic/chaotic_claude/transcript_0094.json	40	40
chaotic/chaotic_claude/transcript_0095.json	40	40
chaotic/chaotic_claude/transcript_0103.json	40	40
chaotic/chaotic_claude/transcript_0107.json	40	40
chaotic/chaotic_claude/transcript_0109.json	40	40
chaotic/chaotic_claude/transcript_0110.json	40	40
chaotic/chaotic_claude/transcript_0112.json	40	40
chaotic/chaotic_claude/transcript_0114.json	40	40
chaotic/chaotic_claude/transcript_0120.json	40	40
chaotic/chaotic_claude/transcript_0122.json	40	40
chaotic/chaotic_claude/transcript_0127.json	40	40
chaotic/chaotic_claude/transcript_0128.json	40	40
chaotic/chaotic_claude/transcript_0131.json	40	40
chaotic/chaotic_claude/transcript_0132.json	40	40
chaotic/chaotic_claude/transcript_0136.json	40	40
chaotic/chaotic_claude/transcript_0137.json	40	40
chaotic/chaotic_claude/transcript_0139.json	40	40
chaotic/chaotic_claude/transcript_0140.json	40	40
chaotic/chaotic_claude/transcript_0141.json	40	40
chaotic/chaotic_claude/transcript_0142.json	40	40
chaotic/chaotic_claude/transcript_0143.json	40	40
chaotic/chaotic_claude/transcript_0144.json	40	40
chaotic/chaotic_claude/transcript_0145.json	40	40
chaotic/chaotic_claude/transcript_0146.json	40	40
chaotic/chaotic_claude/transcript_0147.json	40	40
chaotic/chaotic_claude/transcript_0148.json	40	40
chaotic/chaotic_claude/transcript_0149.json	40	40
chaotic/chaotic_claude/transcript_0150.json	40	40
chaotic/chaotic_claude/transcript_0151.json	40	40
chaotic/chaotic_claude/transcript_0152.json	40	40
chaotic/chaotic_claude/transcript_0154.json	40	40
chaotic/chaotic_claude/transcript_0157.json	40	40
chaotic/chaotic_claude/transcript_0159.json	40	40
chaotic/chaotic_claude/transcript_0161.json	40	40
chaotic/chaotic_claude/transcript_0162.json	40	40
chaotic/chaotic_claude/transcript_0168.json	40	40
chaotic/chaotic_claude/transcript_0171.json	40	40
chaotic/chaotic_claude/transcript_0175.json	40	40
chaotic/chaotic_claude/transcript_0176.json	40	40
chaotic/chaotic_claude/transcript_0181.json	40	40
chaotic/chaotic_claude/transcript_0182.json	40	40
chaotic/chaotic_claude/transcript_0183.json	40	40
chaotic/chaotic_claude/transcript_0196.json	40	40
chaotic/chaotic_claude/transcript_0197.json	40	40
chaotic/chaotic_claude/transcript_0199.json	40	40
chaotic/chaotic_claude/transcript_0200.json	40	40
chaotic/chaotic_claude/transcript_0201.json	40	40
chaotic/chaotic_claude/transcript_0202.json	40	40
chaotic/chaotic_claude/transcript_0204.json	40	40
chaotic/chaotic_claude/transcript_0205.json	40	40
chaotic/chaotic_claude/transcript_0206.json	40	40
chaotic/chaotic_claude/transcript_0210.json	40	40
chaotic/chaotic_claude/transcript_0211.json	40	40
chaotic/chaotic_claude/transcript_0213.json	40	40
chaotic/chaotic_claude/transcript_0214.json	40	40
chaotic/chaotic_claude/transcript_0216.json	40	40
chaotic/chaotic_claude/transcript_0219.json	40	40
chaotic/chaotic_claude/transcript_0227.json	40	40
chaotic/chaotic_claude/transcript_0229.json	40	40
chaotic/chaotic_claude/transcript_0236.json	40	40
chaotic/chaotic_claude/transcript_0238.json	40	40
chaotic/chaotic_claude/transcript_0240.json	40	40
chaotic/chaotic_claude/transcript_0242.json	40	40
chaotic/chaotic_claude/transcript_0243.json	40	40
chaotic/chaotic_claude/transcript_0244.json	40	40
chaotic/chaotic_claude/transcript_0246.json	40	40
chaotic/chaotic_claude/transcript_0248.json	40	40
chaotic/chaotic_claude/transcript_0249.json	40	40
chaotic/chaotic_claude/transcript_0250.json	40	40
chaotic/chaotic_claude/transcript_0254.json	40	40
chaotic/chaotic_claude/transcript_0255.json	40	40
chaotic/chaotic_claude/transcript_0256.json	40	40
chaotic/chaotic_claude/transcript_0257.json	40	40
chaotic/chaotic_claude/transcript_0259.json	40	40
chaotic/chaotic_claude/transcript_0260.json	40	40
chaotic/chaotic_claude/transcript_0261.json	40	40
chaotic/chaotic_claude/transcript_0264.json	40	40
